,학교명,년도,전형,과,모집인원,지원인원,경쟁률,평균점수
2831,명지대,2019,학생부교과면접,토목환경공학과,10,87,8.7,3.32
2832,명지대,2019,학생부교과면접,교통공학과,5,73,14.6,3.44
2833,명지대,2019,학생부교과면접,기계공학과,20,120,6,2.78
2834,명지대,2019,학생부교과면접,산업경영공학과,10,85,8.5,3.08
2835,명지대,2019,학생부교과면접,정보통신공학과,20,114,5.7,3.16
2836,명지대,2019,학생부교과면접,전공자유학부(자연),10,71,7.1,3.18
2837,명지대,2019,학생부교과면접,바둑학과,4,22,5.5,4.43
2838,명지대,2019,학생부교과면접,예술학부(영화),5,50,10,2.26
2839,명지대,2019,학생부교과면접,예술학부(뮤지컬공연)-연기,NA,NA,NA,NA
2840,명지대,2019,학생부교과면접,예술학부(뮤지컬공연)-보컬,NA,NA,NA,NA
2841,명지대,2019,학생부교과면접,예술학부(뮤지컬공연)-댄스,NA,NA,NA,NA
2842,명지대,2019,학생부교과면접,예술학부(뮤지컬공연)-연출기획,NA,NA,NA,NA
2843,명지대,2019,학생부교과면접,건축학부(건축학),20,147,7.4,2.92
2844,명지대,2019,학생부교과면접,건축학부(전통건축),10,125,12.5,3.23
2845,명지대,2019,학생부교과면접,건축학부(공간디자인),7,84,12,2.78
2846,명지대,2019,학생부종합,국어국문학과,10,212,21.2,3.13
2847,명지대,2019,학생부종합,중어중문학과,10,163,16.3,3.67
2848,명지대,2019,학생부종합,일어일문학과,10,244,24.4,3.72
2849,명지대,2019,학생부종합,영어영문학과,20,339,17,3.29
2850,명지대,2019,학생부종합,아랍지역학과,10,153,15.3,3.24
2851,명지대,2019,학생부종합,사학과,10,255,25.5,3.12
2852,명지대,2019,학생부종합,문헌정보학과,10,103,10.3,2.97
2853,명지대,2019,학생부종합,미술사학과,5,61,12.2,3.23
2854,명지대,2019,학생부종합,철학과,5,62,12.4,3.44
2855,명지대,2019,학생부종합,행정학과,20,143,7.2,3.23
2856,명지대,2019,학생부종합,경제학과,10,80,8,3.11
2857,명지대,2019,학생부종합,정치외교학과,20,178,8.9,3.15
2858,명지대,2019,학생부종합,디지털미디어학과,10,225,22.5,2.84
2859,명지대,2019,학생부종합,아동학과,10,114,11.4,2.89
2860,명지대,2019,학생부종합,청소년지도학과,10,215,21.5,3.73
2861,명지대,2019,학생부종합,경영학과,30,366,12.2,2.97
2862,명지대,2019,학생부종합,국제통상학과,20,167,8.4,3.07
2863,명지대,2019,학생부종합,경영정보학과,10,110,11,3.26
2864,명지대,2019,학생부종합,법학과,20,264,13.2,3.09
2865,명지대,2019,학생부종합,전공자유학부(인문),20,231,11.6,3.39
2866,명지대,2019,학생부종합,융합전공학부(인문),20,180,9,3.31
2867,명지대,2019,학생부종합,디지털콘텐츠디자인학과,10,205,20.5,3.71
2868,명지대,2019,학생부종합,융합소프트웨어학부,20,250,12.5,3.54
2869,명지대,2019,학생부종합,수학과,10,104,10.4,3.53
2870,명지대,2019,학생부종합,물리학과,10,47,4.7,3.67
2871,명지대,2019,학생부종합,화학과,10,141,14.1,3.04
2872,명지대,2019,학생부종합,식품영양학과,10,130,13,3.41
2873,명지대,2019,학생부종합,생명과학정보학과,20,440,22,3.29
2874,명지대,2019,학생부종합,전기공학과,20,170,8.5,3.54
2875,명지대,2019,학생부종합,전자공학과,20,205,10.3,3.43
2876,명지대,2019,학생부종합,화학공학과,20,163,8.2,2.99
2877,명지대,2019,학생부종합,신소재공학과,20,165,8.3,3.28
2878,명지대,2019,학생부종합,환경에너지공학과,20,268,13.4,3.24
2879,명지대,2019,학생부종합,컴퓨터공학과,30,331,11,3.3
2880,명지대,2019,학생부종합,토목환경공학과,20,142,7.1,3.9
2881,명지대,2019,학생부종합,교통공학과,10,78,7.8,3.88
2882,명지대,2019,학생부종합,기계공학과,20,335,16.8,3.4
2883,명지대,2019,학생부종합,산업경영공학과,20,137,6.9,3.4
2884,명지대,2019,학생부종합,융합공학부,20,151,7.6,3.65
2885,명지대,2019,학생부종합,정보통신공학과,30,228,7.6,3.72
2886,명지대,2019,학생부종합,전공자유학부(자연),20,137,6.9,3.36
2887,명지대,2019,학생부종합,건축학부(건축학),17,290,17.1,3.54
2888,명지대,2019,학생부종합,건축학부(전통건축),5,64,12.8,4.15
2889,명지대,2019,학생부종합,건축학부(공간디자인),5,65,13,4.47
2890,명지대,2019,국가보훈대상자,국어국문학과,1,6,6,NA
2891,명지대,2019,국가보훈대상자,중어중문학과,1,4,4,4.72
2892,명지대,2019,국가보훈대상자,일어일문학과,1,4,4,4.51
2893,명지대,2019,국가보훈대상자,영어영문학과,1,7,7,3.68
2894,명지대,2019,국가보훈대상자,아랍지역학과,1,7,7,3.4
2895,명지대,2019,국가보훈대상자,사학과,1,4,4,1.04
2896,명지대,2019,국가보훈대상자,문헌정보학과,1,5,5,3.82
2897,명지대,2019,국가보훈대상자,미술사학과,1,4,4,4.15
2898,명지대,2019,국가보훈대상자,철학과,1,3,3,3
2899,명지대,2019,국가보훈대상자,행정학과,1,7,7,3.91
2900,명지대,2019,국가보훈대상자,경제학과,1,5,5,5.29
2901,명지대,2019,국가보훈대상자,정치외교학과,1,5,5,3.05
2902,명지대,2019,국가보훈대상자,디지털미디어학과,1,15,15,3.02
2903,명지대,2019,국가보훈대상자,아동학과,1,7,7,3.44
2904,명지대,2019,국가보훈대상자,청소년지도학과,1,7,7,4.29
2905,명지대,2019,국가보훈대상자,경영학과,1,7,7,3.3
2906,명지대,2019,국가보훈대상자,국제통상학과,1,6,6,3.28
2907,명지대,2019,국가보훈대상자,경영정보학과,1,8,8,3.62
2908,명지대,2019,국가보훈대상자,법학과,1,7,7,3.57
2909,명지대,2019,국가보훈대상자,수학과,1,3,3,NA
2910,명지대,2019,국가보훈대상자,물리학과,1,3,3,4.25
2911,명지대,2019,국가보훈대상자,화학과,1,7,7,3.99
2912,명지대,2019,국가보훈대상자,식품영양학과,1,6,6,3.5
2913,명지대,2019,국가보훈대상자,생명과학정보학과,1,5,5,2.64
2914,명지대,2019,국가보훈대상자,전기공학과,1,8,8,3.4
2915,명지대,2019,국가보훈대상자,전자공학과,1,6,6,4.6
2916,명지대,2019,국가보훈대상자,화학공학과,1,7,7,3.1
2917,명지대,2019,국가보훈대상자,신소재공학과,1,6,6,5.7
2918,명지대,2019,국가보훈대상자,환경에너지공학과,1,6,6,3.4
2919,명지대,2019,국가보훈대상자,컴퓨터공학과,1,6,6,4.12
2920,명지대,2019,국가보훈대상자,토목환경공학과,1,5,5,3.92
2921,명지대,2019,국가보훈대상자,교통공학과,1,4,4,5.05
2922,명지대,2019,국가보훈대상자,기계공학과,1,7,7,3.42
2923,명지대,2019,국가보훈대상자,산업경영공학과,1,5,5,3.5
2924,명지대,2019,국가보훈대상자,정보통신공학과,1,5,5,4.31
2925,명지대,2019,크리스천리더,국어국문학과,1,6,6,3.55
2926,명지대,2019,크리스천리더,중어중문학과,1,11,11,3.23
2927,명지대,2019,크리스천리더,일어일문학과,1,14,14,2.61
2928,명지대,2019,크리스천리더,영어영문학과,2,38,19,3.83
2929,명지대,2019,크리스천리더,아랍지역학과,1,23,23,3.41
2930,명지대,2019,크리스천리더,사학과,1,16,16,3.32
2931,명지대,2019,크리스천리더,문헌정보학과,1,8,8,3.59
2932,명지대,2019,크리스천리더,미술사학과,1,6,6,3.63
2933,명지대,2019,크리스천리더,철학과,1,5,5,5.33
2934,명지대,2019,크리스천리더,행정학과,2,9,4.5,3.58
2935,명지대,2019,크리스천리더,경제학과,2,13,6.5,3.39
2936,명지대,2019,크리스천리더,정치외교학과,2,10,5,3.4
2937,명지대,2019,크리스천리더,디지털미디어학과,1,32,32,2.54
2938,명지대,2019,크리스천리더,아동학과,1,8,8,4.2
2939,명지대,2019,크리스천리더,청소년지도학과,1,19,19,4.03
2940,명지대,2019,크리스천리더,경영학과,2,15,7.5,3.73
2941,명지대,2019,크리스천리더,국제통상학과,2,11,5.5,4.03
2942,명지대,2019,크리스천리더,경영정보학과,1,5,5,3.55
2943,명지대,2019,크리스천리더,법학과,2,17,8.5,3.78
2944,명지대,2019,크리스천리더,디지털콘텐츠디자인학과,2,28,14,4.69
2945,명지대,2019,크리스천리더,융합소프트웨어학부,2,12,6,3.77
2946,명지대,2019,크리스천리더,수학과,2,15,7.5,3.77
2947,명지대,2019,크리스천리더,물리학과,1,5,5,3.86
2948,명지대,2019,크리스천리더,화학과,1,5,5,4
2949,명지대,2019,크리스천리더,식품영양학과,2,19,9.5,3.76
2950,명지대,2019,크리스천리더,생명과학정보학과,2,16,8,2.87
2951,명지대,2019,크리스천리더,전기공학과,2,9,4.5,3.69
2952,명지대,2019,크리스천리더,전자공학과,2,19,9.5,3.43
2953,명지대,2019,크리스천리더,화학공학과,2,14,7,3.46
2954,명지대,2019,크리스천리더,신소재공학과,2,15,7.5,3.7
2955,명지대,2019,크리스천리더,환경에너지공학과,2,19,9.5,3.8
2956,명지대,2019,크리스천리더,컴퓨터공학과,2,12,6,3.84
2957,명지대,2019,크리스천리더,토목환경공학과,2,16,8,5.26
2958,명지대,2019,크리스천리더,교통공학과,2,13,6.5,4.19
2959,명지대,2019,크리스천리더,기계공학과,2,22,11,3.78
2960,명지대,2019,크리스천리더,산업경영공학과,2,19,9.5,3.77
2961,명지대,2019,크리스천리더,정보통신공학과,2,11,5.5,3.73
2962,명지대,2019,기회균형,국어국문학과,2,23,11.5,2.89
2963,명지대,2019,기회균형,중어중문학과,2,16,8,3.86
2964,명지대,2019,기회균형,일어일문학과,2,25,12.5,4
2965,명지대,2019,기회균형,영어영문학과,2,28,14,4.27
2966,명지대,2019,기회균형,아랍지역학과,2,9,4.5,4.27
2967,명지대,2019,기회균형,사학과,2,21,10.5,3.66
2968,명지대,2019,기회균형,문헌정보학과,2,15,7.5,3.96
2969,명지대,2019,기회균형,미술사학과,1,5,5,3.82
2970,명지대,2019,기회균형,철학과,1,7,7,NA
2971,명지대,2019,기회균형,행정학과,2,29,14.5,3.37
2972,명지대,2019,기회균형,경제학과,2,15,7.5,3.44
2973,명지대,2019,기회균형,정치외교학과,2,12,6,3.74
2974,명지대,2019,기회균형,디지털미디어학과,2,28,14,4.23
2975,명지대,2019,기회균형,아동학과,2,19,9.5,7.87
2976,명지대,2019,기회균형,청소년지도학과,2,18,9,2.92
2977,명지대,2019,기회균형,경영학과,4,37,9.3,2.72
2978,명지대,2019,기회균형,국제통상학과,2,13,6.5,3.25
2979,명지대,2019,기회균형,경영정보학과,2,16,8,3.67
2980,명지대,2019,기회균형,법학과,2,28,14,3.45
2981,명지대,2019,기회균형,수학과,2,7,3.5,3.65
2982,명지대,2019,기회균형,물리학과,2,10,5,4.04
2983,명지대,2019,기회균형,화학과,2,9,4.5,3.65
2984,명지대,2019,기회균형,식품영양학과,2,22,11,4.41
2985,명지대,2019,기회균형,생명과학정보학과,2,28,14,4.52
2986,명지대,2019,기회균형,전기공학과,2,13,6.5,3.73
2987,명지대,2019,기회균형,전자공학과,2,10,5,3.77
2988,명지대,2019,기회균형,화학공학과,2,8,4,4.55
2989,명지대,2019,기회균형,신소재공학과,2,9,4.5,NA
2990,명지대,2019,기회균형,환경에너지공학과,2,18,9,3.65
2991,명지대,2019,기회균형,컴퓨터공학과,2,17,8.5,3.95
2992,명지대,2019,기회균형,토목환경공학과,2,12,6,4.14
2993,명지대,2019,기회균형,교통공학과,2,6,3,4.21
2994,명지대,2019,기회균형,기계공학과,2,22,11,3.36
2995,명지대,2019,기회균형,산업경영공학과,2,12,6,4.57
2996,명지대,2019,기회균형,정보통신공학과,2,17,8.5,4.5
2997,명지대,2019,특성화고교,행정학과,3,37,12.3,2.63
2998,명지대,2019,특성화고교,경제학과,2,25,12.5,2.47
2999,명지대,2019,특성화고교,디지털미디어학과,2,68,34,2.3
3000,명지대,2019,특성화고교,경영학과,5,160,32,2.25
3001,명지대,2019,특성화고교,국제통상학과,3,45,15,2.49
3002,명지대,2019,특성화고교,경영정보학과,2,35,17.5,2.56
3003,명지대,2019,특성화고교,전기공학과,2,37,18.5,2.46
3004,명지대,2019,특성화고교,전자공학과,2,30,15,2.56
3005,명지대,2019,특성화고교,화학공학과,2,17,8.5,2.4
3006,명지대,2019,특성화고교,신소재공학과,2,19,9.5,2.49
3007,명지대,2019,특성화고교,환경에너지공학과,2,20,10,2.91
3008,명지대,2019,특성화고교,컴퓨터공학과,2,47,23.5,2.47
3009,명지대,2019,특성화고교,토목환경공학과,2,25,12.5,2.4
3010,명지대,2019,특성화고교,교통공학과,1,12,12,2.45
3011,명지대,2019,특성화고교,기계공학과,2,53,26.5,2.34
3012,명지대,2019,특성화고교,산업경영공학과,2,17,8.5,2.68
3013,명지대,2019,특성화고교,정보통신공학과,2,28,14,2.36
3014,명지대,2019,특성화고교,디자인학부(시각디자인),NA,NA,NA,NA
3015,명지대,2019,특성화고교,디자인학부(산업디자인),NA,NA,NA,NA
3016,명지대,2019,특성화고교,디자인학부(영상디자인),NA,NA,NA,NA
3017,명지대,2019,특성화고교,디자인학부(패션디자인),NA,NA,NA,NA
3018,명지대,2019,특성화고교,바둑학과,1,3,3,4.31
3019,명지대,2019,사회적배려,국어국문학과,1,20,20,2.81
3020,명지대,2019,사회적배려,중어중문학과,1,14,14,3.97
3021,명지대,2019,사회적배려,일어일문학과,1,32,32,4.61
3022,명지대,2019,사회적배려,영어영문학과,1,13,13,3.16
3023,명지대,2019,사회적배려,아랍지역학과,1,11,11,2.91
3024,명지대,2019,사회적배려,사학과,1,23,23,3.5
3025,명지대,2019,사회적배려,문헌정보학과,1,9,9,2.67
3026,명지대,2019,사회적배려,미술사학과,1,8,8,3.73
3027,명지대,2019,사회적배려,철학과,1,7,7,4.61
3028,명지대,2019,사회적배려,행정학과,1,18,18,3.37
3029,명지대,2019,사회적배려,경제학과,1,10,10,3.09
3030,명지대,2019,사회적배려,정치외교학과,1,8,8,4.83
3031,명지대,2019,사회적배려,디지털미디어학과,1,33,33,2.91
3032,명지대,2019,사회적배려,아동학과,1,21,21,3.84
3033,명지대,2019,사회적배려,청소년지도학과,1,14,14,5.87
3034,명지대,2019,사회적배려,경영학과,1,16,16,3.56
3035,명지대,2019,사회적배려,국제통상학과,1,14,14,3.7
3036,명지대,2019,사회적배려,경영정보학과,1,17,17,3.48
3037,명지대,2019,사회적배려,법학과,1,13,13,3.52
3038,명지대,2019,사회적배려,수학과,1,10,10,3.63
3039,명지대,2019,사회적배려,물리학과,1,6,6,5.31
3040,명지대,2019,사회적배려,화학과,1,11,11,3.23
3041,명지대,2019,사회적배려,식품영양학과,1,26,26,4.25
3042,명지대,2019,사회적배려,생명과학정보학과,1,14,14,3.32
3043,명지대,2019,사회적배려,전기공학과,1,11,11,3.93
3044,명지대,2019,사회적배려,전자공학과,1,20,20,3.13
3045,명지대,2019,사회적배려,화학공학과,1,14,14,3.06
3046,명지대,2019,사회적배려,신소재공학과,1,13,13,4.17
3047,명지대,2019,사회적배려,환경에너지공학과,1,12,12,4.02
3048,명지대,2019,사회적배려,컴퓨터공학과,1,22,22,3.78
3049,명지대,2019,사회적배려,토목환경공학과,1,18,18,4.62
3050,명지대,2019,사회적배려,교통공학과,1,13,13,3.94
3051,명지대,2019,사회적배려,기계공학과,1,28,28,3.54
3052,명지대,2019,사회적배려,산업경영공학과,1,8,8,3.51
3053,명지대,2019,사회적배려,정보통신공학과,1,12,12,3.69
3054,명지대,2019,농어촌학생,국어국문학과,3,12,4,2.31
3055,명지대,2019,농어촌학생,중어중문학과,3,14,4.7,3.52
3056,명지대,2019,농어촌학생,일어일문학과,3,14,4.7,3.21
3057,명지대,2019,농어촌학생,영어영문학과,6,31,5.2,2.68
3058,명지대,2019,농어촌학생,아랍지역학과,3,11,3.7,3.06
3059,명지대,2019,농어촌학생,사학과,3,10,3.3,2.52
3060,명지대,2019,농어촌학생,문헌정보학과,3,13,4.3,2.85
3061,명지대,2019,농어촌학생,미술사학과,2,6,3,3.41
3062,명지대,2019,농어촌학생,철학과,2,6,3,3.09
3063,명지대,2019,농어촌학생,행정학과,6,23,3.8,2.5
3064,명지대,2019,농어촌학생,경제학과,5,16,3.2,3.81
3065,명지대,2019,농어촌학생,정치외교학과,6,21,3.5,2.64
3066,명지대,2019,농어촌학생,디지털미디어학과,3,15,5,2.07
3067,명지대,2019,농어촌학생,아동학과,3,11,3.7,2.43
3068,명지대,2019,농어촌학생,청소년지도학과,3,15,5,3.23
3069,명지대,2019,농어촌학생,경영학과,10,44,4.4,2.66
3070,명지대,2019,농어촌학생,국제통상학과,6,20,3.3,3.49
3071,명지대,2019,농어촌학생,경영정보학과,3,14,4.7,2.71
3072,명지대,2019,농어촌학생,법학과,6,25,4.2,2.92
3073,명지대,2019,농어촌학생,수학과,1,4,4,3.44
3074,명지대,2019,농어촌학생,물리학과,1,3,3,3.33
3075,명지대,2019,농어촌학생,화학과,1,6,6,2.15
3076,명지대,2019,농어촌학생,식품영양학과,1,7,7,2.68
3077,명지대,2019,농어촌학생,생명과학정보학과,1,6,6,3.58
3078,명지대,2019,농어촌학생,전기공학과,2,12,6,2.54
3079,명지대,2019,농어촌학생,전자공학과,2,26,13,2.6
3080,명지대,2019,농어촌학생,화학공학과,2,10,5,2.81
3081,명지대,2019,농어촌학생,신소재공학과,2,14,7,2.94
3082,명지대,2019,농어촌학생,환경에너지공학과,2,9,4.5,3.65
3083,명지대,2019,농어촌학생,컴퓨터공학과,2,16,8,2.66
3084,명지대,2019,농어촌학생,토목환경공학과,2,11,5.5,3.77
3085,명지대,2019,농어촌학생,교통공학과,2,10,5,3.21
3086,명지대,2019,농어촌학생,기계공학과,2,11,5.5,2.65
3087,명지대,2019,농어촌학생,산업경영공학과,2,14,7,2.89
3088,명지대,2019,농어촌학생,정보통신공학과,2,13,6.5,2.79
3089,명지대,2019,농어촌학생,건축학부(건축학전공),NA,NA,NA,NA
3090,명지대,2019,농어촌학생,건축학부(전통건축전공),NA,NA,NA,NA
3091,명지대,2019,농어촌학생,건축학부(공간디자인전공),NA,NA,NA,NA
3092,명지대,2019,특수교육,국어국문학과,1,5,5,2.2
3093,명지대,2019,특수교육,중어중문학과,1,2,2,6.4
3094,명지대,2019,특수교육,일어일문학과,1,10,10,5.7
3095,명지대,2019,특수교육,영어영문학과,2,6,3,5.6
3096,명지대,2019,특수교육,아랍지역학과,1,4,4,5.2
3097,명지대,2019,특수교육,사학과,1,11,11,5
3098,명지대,2019,특수교육,문헌정보학과,1,4,4,2.3
3099,명지대,2019,특수교육,미술사학과,1,4,4,4.7
3100,명지대,2019,특수교육,철학과,1,3,3,NA
3101,명지대,2019,특수교육,행정학과,2,11,5.5,5
3102,명지대,2019,특수교육,경제학과,1,2,2,3
3103,명지대,2019,특수교육,정치외교학과,2,8,4,5
3104,명지대,2019,특수교육,디지털미디어학과,1,9,9,3.9
3105,명지대,2019,특수교육,아동학과,1,3,3,7.5
3106,명지대,2019,특수교육,청소년지도학과,1,6,6,6
3107,명지대,2019,특수교육,경영학과,2,14,7,4.2
3108,명지대,2019,특수교육,국제통상학과,2,6,3,6.1
3109,명지대,2019,특수교육,경영정보학과,1,4,4,5.5
3110,명지대,2019,특수교육,법학과,2,6,3,5.6
3111,명지대,2019,특수교육,전공자유학부(인문),2,8,4,5.3
3112,명지대,2019,특수교육,디지털콘텐츠디자인학과,1,5,5,4.7
3113,명지대,2019,특수교육,융합소프트웨어학부,1,8,8,3.7
3114,명지대,2019,특수교육,수학과,1,2,2,NA
3115,명지대,2019,특수교육,물리학과,1,0,0,NA
3116,명지대,2019,특수교육,화학과,1,3,3,NA
3117,명지대,2019,특수교육,식품영양학과,1,6,6,6.1
3118,명지대,2019,특수교육,생명과학정보학과,1,5,5,5.5
3119,명지대,2019,특수교육,전기공학과,1,4,4,NA
3120,명지대,2019,특수교육,전자공학과,2,7,3.5,5.4
3121,명지대,2019,특수교육,컴퓨터공학과,2,9,4.5,3.76
3122,명지대,2019,특수교육,교통공학과,1,4,4,6.2
3123,명지대,2019,특수교육,산업경영공학과,1,1,1,NA
3124,명지대,2019,특수교육,정보통신공학과,2,4,2,4.5
3125,명지대,2019,특수교육,전공자유학부(자연),1,4,4,4.7
3126,명지대,2019,특수교육,바둑학과,1,2,2,5.5
3127,명지대,2019,특수교육,건축학부(건축학),1,3,3,4.93
3128,명지대,2019,특기자,문예창작학과,15,124,8.3,4.89
3129,명지대,2019,특기자,스포츠학부(체육학/스포츠산업),NA,NA,NA,NA
3130,명지대,2019,특기자,스포츠학부(체육학/스포츠산업학)-수영,2,30,15,2.7
3131,명지대,2019,특기자,스포츠학부(체육학/스포츠산업학)-빙상,2,32,16,8.1
3132,명지대,2019,특기자,스포츠학부(체육학/스포츠산업학)-스키,2,17,8.5,6.2
3133,명지대,2019,특기자,스포츠학부(체육학/스포츠산업학)-사이클,2,11,5.5,7.5
3134,명지대,2019,특기자,바둑학과,10,23,2.3,6.48
3135,명지대,2019,특기자,예술학부(뮤지컬공연),4,20,5,5.71
3136,명지대,2019,실기우수자,디자인학부(시각디자인)-기초,10,602,60.2,5.42
3137,명지대,2019,실기우수자,디자인학부(시각디자인)-사고,3,182,60.7,4.34
3138,명지대,2019,실기우수자,디자인학부(산업디자인)-기초,11,616,56,5.28
3139,명지대,2019,실기우수자,디자인학부(산업디자인)-사고,2,144,72,5.68
3140,명지대,2019,실기우수자,디자인학부(영상디자인)-기초,6,520,86.7,4.63
3141,명지대,2019,실기우수자,디자인학부(영상디자인)-상황,7,520,74.3,5.54
3142,명지대,2019,실기우수자,디자인학부(패션디자인)-기초,10,458,45.8,5.15
3143,명지대,2019,실기우수자,디자인학부(패션디자인)-사고,3,145,48.3,4.08
3144,명지대,2019,실기우수자,스포츠학부(스포츠지도학)-축구[남]-골키퍼,1,15,15,8
3145,명지대,2019,실기우수자,스포츠학부(스포츠지도학)-축구[남]-공격수,2,63,31.5,7
3146,명지대,2019,실기우수자,스포츠학부(스포츠지도학)-축구[남]-미드필더,3,83,27.7,7.1
3147,명지대,2019,실기우수자,스포츠학부(스포츠지도학)-축구[남]-수비수,2,87,43.5,6
3148,명지대,2019,실기우수자,스포츠학부(스포츠지도학)-농구[남]-가드,2,16,8,8.4
3149,명지대,2019,실기우수자,스포츠학부(스포츠지도학)-농구[남]-센터,2,4,2,8.1
3150,명지대,2019,실기우수자,스포츠학부(스포츠지도학)-농구[남]-포워드,2,14,7,8.3
3151,명지대,2019,실기우수자,스포츠학부(스포츠지도학)-배구[남]-공격,4,11,2.75,8.7
3152,명지대,2019,실기우수자,스포츠학부(스포츠지도학)-배구[남]-세터,1,3,3,8.5
3153,명지대,2019,실기우수자,스포츠학부(스포츠지도학)-테니스[남],3,4,1.3,8.3
3154,명지대,2019,실기우수자,스포츠학부(스포츠지도학)-테니스[여],3,3,1,7.5
3155,명지대,2019,실기우수자,스포츠학부(스포츠지도학)-골프[남/여],3,52,17.3,4.6
3156,명지대,2019,실기우수자,예술학부(피아노전공),10,338,33.8,5.47
3157,명지대,2019,실기우수자,예술학부(성악전공)-남성,3,52,17.3,6
3158,명지대,2019,실기우수자,예술학부(성악전공)-여성,3,83,27.7,5.5
3159,명지대,2019,실기우수자,예술학부(작곡전공),4,39,9.8,5.94
3160,명지대,2019,실기우수자,예술학부(뮤지컬공연전공)-댄스,8,199,24.9,5.4
3161,명지대,2019,실기우수자,예술학부(뮤지컬공연전공)-보컬,8,538,67.3,6.1
3162,명지대,2019,특성화고졸재직자,<정원내>창의융합인재학부,9,19,2.1,4.78
3163,명지대,2019,특성화고졸재직자,<정원내>사회복지학과,8,19,2.4,4.17
3164,명지대,2019,특성화고졸재직자,<정원내>부동산학과,8,26,3.3,6.1
3165,명지대,2019,특성화고졸재직자,<정원내>법무정책학과,6,10,1.7,5.8
3166,명지대,2019,특성화고졸재직자,<정원내>심리치료학과,6,17,2.8,3.04
3167,명지대,2019,특성화고졸재직자,<정원내>미래융합경영학과,6,8,1.3,5.36
3168,명지대,2019,특성화고졸재직자,<정원외>창의융합인재학부,12,20,1.7,4.93
3169,명지대,2019,특성화고졸재직자,<정원외>사회복지학과,32,39,1.2,4.66
3170,명지대,2019,특성화고졸재직자,<정원외>부동산학과,32,32,1,5.34
3171,명지대,2019,특성화고졸재직자,<정원외>법무정책학과,12,25,2.1,3.95
3172,명지대,2019,특성화고졸재직자,<정원외>심리치료학과,26,40,1.5,3.84
3173,명지대,2019,특성화고졸재직자,<정원외>미래융합경영학과,32,115,3.6,5
3174,명지대,2019,세계화인재,아랍지역학과,NA,NA,NA,NA
3175,명지대,2019,세계화인재,영어영문학과,NA,NA,NA,NA
3176,명지대,2019,세계화인재,사학과,NA,NA,NA,NA
3177,명지대,2019,세계화인재,문헌정보학과,NA,NA,NA,NA
3178,명지대,2019,세계화인재,미술사학과,NA,NA,NA,NA
3179,명지대,2019,세계화인재,철학과,NA,NA,NA,NA
3180,명지대,2019,세계화인재,행정학과,NA,NA,NA,NA
3181,명지대,2019,세계화인재,경제학과,NA,NA,NA,NA
3182,명지대,2019,세계화인재,정치외교학과,NA,NA,NA,NA
3183,명지대,2019,세계화인재,디지털미디어학과,NA,NA,NA,NA
3184,명지대,2019,세계화인재,아동학과,NA,NA,NA,NA
3185,명지대,2019,세계화인재,청소년지도학과,NA,NA,NA,NA
3186,명지대,2019,세계화인재,경영학과,NA,NA,NA,NA
3187,명지대,2019,세계화인재,국제통상학과,NA,NA,NA,NA
3188,명지대,2019,세계화인재,경영정보학과,NA,NA,NA,NA
3189,명지대,2019,세계화인재,법학과,NA,NA,NA,NA
3190,명지대,2019,세계화인재,건축학부(건축학전공),NA,NA,NA,NA
3191,명지대,2019,적성고사,국어국문학과,NA,NA,NA,NA
3192,명지대,2019,적성고사,중어중문학과,NA,NA,NA,NA
3193,명지대,2019,적성고사,일어일문학과,NA,NA,NA,NA
3194,명지대,2019,적성고사,아랍지역학과,NA,NA,NA,NA
3195,명지대,2019,적성고사,영어영문학과,NA,NA,NA,NA
3196,명지대,2019,적성고사,사학과,NA,NA,NA,NA
3197,명지대,2019,적성고사,문헌정보학과,NA,NA,NA,NA
3198,명지대,2019,적성고사,미술사학과,NA,NA,NA,NA
3199,명지대,2019,적성고사,철학과,NA,NA,NA,NA
3200,명지대,2019,적성고사,행정학과,NA,NA,NA,NA
3201,명지대,2019,적성고사,경제학과,NA,NA,NA,NA
3202,명지대,2019,적성고사,정치외교학과,NA,NA,NA,NA
3203,명지대,2019,적성고사,디지털미디어학과,NA,NA,NA,NA
3204,명지대,2019,적성고사,아동학과,NA,NA,NA,NA
3205,명지대,2019,적성고사,청소년지도학과,NA,NA,NA,NA
3206,명지대,2019,적성고사,경영학과,NA,NA,NA,NA
3207,명지대,2019,적성고사,국제통상학과,NA,NA,NA,NA
3208,명지대,2019,적성고사,경영정보학과,NA,NA,NA,NA
3209,명지대,2019,적성고사,법학과,NA,NA,NA,NA
3210,명지대,2019,적성고사,수학과,NA,NA,NA,NA
3211,명지대,2019,적성고사,물리학과,NA,NA,NA,NA
3212,명지대,2019,적성고사,화학과,NA,NA,NA,NA
3213,명지대,2019,적성고사,식품영양학과,NA,NA,NA,NA
3214,명지대,2019,적성고사,생명과학정보학과,NA,NA,NA,NA
3215,명지대,2019,적성고사,전기공학과,NA,NA,NA,NA
3216,명지대,2019,적성고사,전자공학과,NA,NA,NA,NA
3217,명지대,2019,적성고사,정보통신공학과,NA,NA,NA,NA
3218,명지대,2019,적성고사,화학공학과,NA,NA,NA,NA
3219,명지대,2019,적성고사,신소재공학과,NA,NA,NA,NA
3220,명지대,2019,적성고사,환경에너지공학과,NA,NA,NA,NA
3221,명지대,2019,적성고사,컴퓨터공학과,NA,NA,NA,NA
3222,명지대,2019,적성고사,토목환경공학과,NA,NA,NA,NA
